00501,40.8151,-73.0455
00544,40.8132,-73.0476
00601,18.1642,-66.7227
00602,18.3974,-67.1679
00603,18.4409,-67.1508
00604,18.4295,-67.1547
00605,18.4289,-67.1538
00606,18.1825,-66.9805
00610,18.2859,-67.1412
00611,18.2856,-66.9698
00612,18.4739,-66.7295
00613,18.4748,-66.7215
00614,18.4567,-66.7358
00616,18.4287,-66.6836
00617,18.4548,-66.5389
00622,18.0265,-67.1727
00623,18.0849,-67.1633
00624,18.0112,-66.3514
00627,18.4865,-66.8455
00631,18.1639,-66.7245
00636,18.1647,-67.0797
00637,18.0664,-66.9568
00638,18.3392,-66.4685
00641,18.2676,-66.7005
00646,18.4598,-66.2592
00647,17.9715,-66.9368
00650,18.3645,-66.5673
00652,18.4598,-66.6117
00653,17.9714,-66.9064
00656,18.0206,-66.7913
00659,18.4851,-66.8257
00660,18.1684,-67.1306
00662,18.4951,-67.0273
00664,18.2205,-66.6046
00667,18.0409,-67.0495
00669,18.2912,-66.8528
00670,18.2539,-66.9876
00674,18.4259,-66.4717
00676,18.3946,-67.1158
00677,18.3427,-67.2504
00678,18.4738,-66.9364
00680,18.2038,-67.1453
00681,18.2035,-67.1433
00682,18.2030,-67.14
00683,18.0846,-67.0463
00685,18.3413,-66.991
00687,18.3346,-66.4186
00688,18.4356,-66.6145
00690,18.4943,-67.0987
00692,18.4144,-66.3319
00693,18.4061,-66.3012
00694,18.4465,-66.3884
00698,18.0306,-66.8507
00703,18.2584,-66.1068
00704,18.2501,-66.1032
00705,18.1439,-66.2725
00707,18.0098,-65.8982
00714,17.9678,-66.0617
00715,18.1144,-66.8568
00716,18.0093,-66.6209
00717,18.0055,-66.6209
00718,18.2147,-65.7358
00719,18.3023,-66.246
00720,18.2314,-66.3905
00721,18.3018,-66.08
00723,18.0086,-66.0144
00725,18.2361,-66.0369
00726,18.2364,-66.0489
00727,18.2351,-66.0374
00728,18.0073,-66.5912
00729,18.3747,-65.9126
00730,18.0152,-66.6246
00731,18.0179,-66.6229
00732,18.0133,-66.6146
00733,18.0133,-66.6146
00734,18.0133,-66.6146
00735,18.2667,-65.6476
00736,18.1193,-66.1642
00737,18.1138,-66.1667
00738,18.3304,-65.6573
00739,18.1743,-66.1581
00740,18.3201,-65.6502
00741,18.1684,-65.7486
00742,18.2666,-65.6482
00744,18.2202,-65.7902
00745,18.3817,-65.8302
00751,17.9903,-66.2815
00754,18.1909,-65.9618
00757,17.9676,-66.4046
00765,18.1015,-65.4768
00766,18.1304,-66.4926
00767,18.0547,-65.8738
00769,18.0836,-66.3566
00771,18.1853,-65.8667
00772,18.2022,-65.86
00773,18.3744,-65.7168
00775,18.3053,-65.3114
00777,18.2339,-65.9218
00778,18.2551,-65.9776
00780,18.0474,-66.5517
00782,18.2202,-66.2266
00783,18.3429,-66.3176
00784,17.9849,-66.1175
00785,17.9800,-66.1101
00786,18.1564,-66.2336
00791,18.1494,-65.8294
00792,18.1519,-65.8279
00794,18.1808,-66.2956
00795,18.0561,-66.5063
00801,18.3436,-64.9314
00802,18.3436,-64.9322
00803,18.3436,-64.9314
00804,18.3436,-64.9314
00805,18.3436,-64.9314
00820,17.7473,-64.7041
00821,17.7488,-64.7039
00822,17.7488,-64.7039
00823,17.7488,-64.7039
00824,17.7488,-64.7039
00830,18.3328,-64.7926
00831,18.3333,-64.7943
00840,17.7135,-64.8827
00841,17.7147,-64.8818
00850,17.7193,-64.8336
00851,17.7253,-64.7836
00901,18.4639,-66.1098
00902,18.4465,-66.0984
00906,18.4083,-66.0644
00907,18.4559,-66.0777
00908,18.4462,-66.0799
00909,18.4452,-66.069
00910,18.4406,-66.0687
00911,18.4527,-66.0579
00912,18.4475,-66.0594
00913,18.4509,-66.0447
00914,18.4458,-66.0159
00915,18.4393,-66.0493
00916,18.3780,-66.1638
00917,18.4238,-66.0515
00918,18.4170,-66.0617
00919,18.4128,-66.065
00920,18.4080,-66.0933
00921,18.3905,-66.0903
00922,18.4076,-66.0925
00923,18.4125,-66.0374
00924,18.4051,-66.0126
00925,18.4067,-66.0993
00926,18.3754,-66.0577
00927,18.3878,-66.0742
00928,18.3920,-66.0624
00929,18.4008,-66.0262
00930,18.4083,-66.0644
00931,18.4083,-66.0644
00933,18.4683,-66.1061
00934,18.4601,-66.1102
00935,18.4083,-66.0644
00936,18.3829,-66.0647
00937,18.4083,-66.0644
00939,18.4083,-66.0644
00940,18.4108,-66.065
00949,18.4519,-66.1817
00950,18.4456,-66.26
00951,18.4456,-66.26
00952,18.4257,-66.1885
00953,18.3893,-66.2481
00954,18.3900,-66.2501
00955,18.4083,-66.0644
00956,18.1892,-66.1134
00957,18.1783,-66.1111
00958,18.1797,-66.1135
00959,18.1781,-66.1167
00960,18.1797,-66.1135
00961,18.1808,-66.1122
00962,18.4443,-66.1386
00963,18.4462,-66.1402
00965,18.3658,-66.0928
00966,18.3882,-66.1144
00968,18.3864,-66.1143
00969,18.3866,-66.1135
00970,18.3864,-66.1143
00971,18.3885,-66.115
00975,18.4083,-66.0644
00976,18.3569,-66.0247
00977,18.3569,-66.0076
00978,18.3703,-66.0123
00979,18.4048,-65.9789
00981,18.4083,-65.981
00982,18.4078,-65.9794
00983,18.4298,-65.9816
00984,18.4089,-65.9578
00985,18.3988,-65.9524
00986,18.4089,-65.9812
00987,18.4083,-65.981
00988,18.4067,-65.9803
01001,42.0626,-72.6252
01002,42.3773,-72.4671
01003,42.3752,-72.5212
01004,42.3736,-72.5209
01005,42.4202,-72.106
01007,42.2771,-72.4022
01008,42.1887,-72.9556
01009,42.2075,-72.3496
01010,42.1143,-72.1854
01011,42.2802,-72.999
01012,42.3900,-72.8444
01013,42.1705,-72.6067
01014,42.1759,-72.5731
01020,42.1808,-72.5635
01021,42.1759,-72.5731
01022,42.1968,-72.5424
01026,42.4538,-72.924
01027,42.2952,-72.7431
01028,42.0595,-72.4991
01029,42.1613,-73.0508
01030,42.0669,-72.6778
01031,42.3533,-72.2125
01032,42.4675,-72.8362
01033,42.2613,-72.5027
01034,42.0855,-72.9568
01035,42.3561,-72.5677
01036,42.0636,-72.4157
01037,42.3503,-72.2001
01038,42.3856,-72.6078
01039,42.4048,-72.6898
01040,42.2120,-72.6423
01041,42.2043,-72.6167
01050,42.3047,-72.879
01053,42.3532,-72.7129
01054,42.4786,-72.4839
01056,42.1924,-72.4583
01057,42.0890,-72.3226
01059,42.3738,-72.5205
01060,42.3230,-72.6707
01061,42.3227,-72.6899
01062,42.3249,-72.6582
01063,42.3178,-72.6425
01066,42.4107,-72.6253
01068,42.3500,-72.0468
01069,42.1774,-72.2801
01070,42.5178,-72.9242
01071,42.1600,-72.86
01072,42.4779,-72.4152
01073,42.2310,-72.7376
01074,42.3824,-72.0998
01075,42.2564,-72.5775
01077,42.0550,-72.7789
01079,42.1968,-72.3271
01080,42.1755,-72.3784
01081,42.0621,-72.2143
01082,42.2735,-72.2794
01083,42.1986,-72.1719
01084,42.4062,-72.8896
01085,42.1558,-72.7734
01086,42.1253,-72.7501
01088,42.3927,-72.6478
01089,42.1250,-72.6501
01090,42.1068,-72.6206
01092,42.2001,-72.2038
01093,42.4399,-72.6353
01094,42.3517,-72.1405
01095,42.1269,-72.4307
01096,42.4143,-72.7787
01097,42.1594,-72.8751
01098,42.3846,-72.9405
01101,42.0991,-72.5881
01102,42.1150,-72.539
01103,42.1025,-72.5916
01104,42.1337,-72.5666
01105,42.0995,-72.5786
01106,42.0487,-72.5696
01107,42.1213,-72.6057
01108,42.0811,-72.5578
01109,42.1176,-72.5486
01111,42.1173,-72.5479
01115,42.1029,-72.5917
01116,42.0647,-72.5131
01118,42.0950,-72.5238
01119,42.1247,-72.5112
01128,42.0951,-72.4878
01129,42.1220,-72.4869
01133,42.1033,-72.5931
01138,42.0870,-72.563
01139,42.1167,-72.5465
01144,42.1032,-72.5916
01151,42.1526,-72.5046
01152,42.1028,-72.5921
01195,42.1028,-72.5921
01199,42.1198,-72.6055
01201,42.4608,-73.282
01202,42.4584,-73.3242
01203,42.4518,-73.2608
01220,42.6258,-73.0997
01222,42.0575,-73.316
01223,42.3623,-73.1505
01224,42.5125,-73.1936
01225,42.5613,-73.1573
01226,42.4825,-73.1481
01227,42.4739,-73.1667
01229,42.2836,-73.3445
01230,42.1779,-73.3332
01235,42.4301,-73.0667
01236,42.2774,-73.3774
01237,42.5714,-73.2564
01238,42.2764,-73.1899
01240,42.3695,-73.2774
01242,42.3364,-73.2458
01243,42.3514,-73.0159
01244,42.0772,-73.1627
01245,42.2031,-73.2274
01247,42.6996,-73.0936
01252,42.1967,-73.4386
01253,42.2038,-73.0917
01254,42.3819,-73.3666
01255,42.1051,-73.1239
01256,42.5897,-73.0162
01257,42.0893,-73.3727
01258,42.0940,-73.4662
01259,42.0733,-73.241
01260,42.2775,-73.2778
01262,42.3006,-73.3255
01263,42.2878,-73.3208
01264,42.3043,-73.2487
01266,42.3147,-73.3968
01267,42.6848,-73.2282
01270,42.5137,-73.043
01301,42.6290,-72.6062
01302,42.5878,-72.6003
01330,42.5227,-72.8242
01331,42.6170,-72.1846
01337,42.6986,-72.5766
01338,42.5997,-72.7362
01339,42.6103,-72.8956
01340,42.6891,-72.7385
01341,42.5066,-72.7087
01342,42.5381,-72.6067
01343,42.6466,-73.004
01344,42.6125,-72.4148
01346,42.6791,-72.84
01347,42.5567,-72.5186
01349,42.5736,-72.4889
01350,42.7226,-72.9829
01351,42.5391,-72.5186
01354,42.6787,-72.4874
01355,42.4495,-72.3314
01360,42.6676,-72.4343
01364,42.6140,-72.3011
01366,42.4757,-72.2015
01367,42.6912,-72.9302
01368,42.5958,-72.2274
01370,42.6026,-72.7442
01373,42.4698,-72.6164
01375,42.4651,-72.5539
01376,42.6364,-72.5105
01378,42.6702,-72.3543
01379,42.5618,-72.4041
01380,42.5988,-72.356
01420,42.5924,-71.8176
01430,42.6590,-71.9245
01431,42.6765,-71.8232
01432,42.5616,-71.5622
01434,42.5434,-71.6158
01436,42.6020,-72.089
01438,42.5631,-72.0378
01440,42.5847,-71.987
01441,42.5750,-71.9988
01450,42.6135,-71.5611
01451,42.5009,-71.5775
01452,42.4838,-72.0053
01453,42.5209,-71.7716
01460,42.5349,-71.4895
01462,42.5909,-71.7208
01463,42.6719,-71.6029
01464,42.5726,-71.6476
01467,42.4919,-71.6184
01468,42.5490,-72.066
01469,42.6663,-71.6929
01470,42.6064,-71.5715
01471,42.6079,-71.5714
01472,42.6006,-71.6302
01473,42.5492,-71.9037
01474,42.6692,-71.7495
01475,42.6665,-72.049
01477,42.7021,-72.0237
01501,42.1970,-71.8452
01503,42.3838,-71.6355
01504,42.0416,-71.5423
01505,42.3502,-71.718
01506,42.1837,-72.1103
01507,42.1351,-71.9685
01508,42.1476,-71.9982
01509,42.1733,-71.9794
01510,42.4151,-71.6845
01515,42.2029,-72.0459
01516,42.0528,-71.7498
01517,42.4728,-71.8395
01518,42.1124,-72.1166
01519,42.2034,-71.6813
01520,42.3349,-71.8573
